Word,Length,SUBTLWF,Ortho_N,Phono_N,Concreteness_Rating,Age_Of_Acquisition,BG_Mean,Pron,NPhon,NSyll,NMorph,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
redistributed,13,0.06,0,0,#,11,"2,710.33","r%i.dI.str""I.bj@4.@d",14,5,4,846,0.88
redistribution,14,0.2,0,0,2.2,12.47,"2,733.46","r%i.dI.str@.bj""u.Sn=",13,5,4,798.28,0.926
redistricting,13,0.08,0,0,#,14.31,"3,401.00","rid""IstrIktIN",12,4,#,894.75,0.8
redneck,7,1.76,0,0,3.77,8.61,"2,268.33","r""Ed.n%Ek",6,2,2,625.704,0.964
redo,4,1.59,2,2,2.82,7.94,"3,205.00","r%i.d""u",4,2,2,717.125,0.923
redolent,8,#,0,0,#,#,"3,023.29","r""E.4l=.@nt",7,3,2,833.188,0.64
redouble,8,0.22,0,0,2.28,10.12,"2,323.29","r%i.d""V.bl=",6,3,2,782.208,0.96
redoubled,9,0.14,0,0,#,10.12,"2,593.50","r%i.d""V.bl=d",7,3,3,775.5,1
redoubt,7,0.18,0,0,#,12.6,"1,952.33","rI.d""aUt",5,2,1,827.963,1
redress,7,0.22,2,2,2.64,12.35,"3,337.50","rI.dr""Es",6,2,1,742.2,0.741
redressed,9,0.06,1,1,#,12.35,"3,317.63","rI.dr""Est",7,2,2,717.857,1
reds,4,2.33,5,14,#,3.68,"3,147.33","r""Edz",4,1,2,583.519,1
red's,5,#,2,14,#,#,"2,528.75","r""Edz",4,1,2,583.423,0.963
redskin,7,0.25,0,0,3.85,10.32,"2,831.50","r""Ed.sk%In",7,2,2,654.667,1
reduce,6,4.29,2,0,2,8.44,"2,292.40","r@.d""us",5,2,2,561.556,1
reduced,7,4.86,4,1,2.21,8.44,"2,657.83","r@.d""ust",6,2,3,606.821,1
reducer,7,0.06,3,1,#,12.72,"2,937.33","r@.d""us.@`",6,3,3,687.385,1
reduces,7,0.43,2,0,#,8.44,"2,658.50","r@.d""us.@z",7,3,3,628.654,1
reducing,8,0.98,1,0,2.5,8.44,"3,090.00","r@.d""us.IN",7,3,3,635.63,1
reduction,9,1.73,2,2,2.75,11.26,"2,857.50","rI.d""Vk.Sn=",7,3,3,612.464,1
reductions,10,0.1,2,2,#,11.26,"2,746.22","rI.d""Vk.Sn=z",8,3,4,709,0.964
redundancy,10,0.63,0,0,2.39,14.53,"2,066.11","rI.d""Vn.4@ns.i",10,4,3,808.64,1
redundant,9,1.45,0,0,2,12.72,"2,504.88","rI.d""Vn.4@nt",9,3,2,667.464,0.966
reduplicate,11,#,0,0,2.27,#,"2,598.70","r%i.d""u.pl@.ket",10,4,4,945,0.926
redwing,7,#,1,0,#,#,"3,395.00","""rEd%wIN",6,2,#,819.739,0.885
redwood,7,0.73,0,1,4.96,#,"1,814.50","r""Ed.w%Ud",6,2,2,685.929,0.966
redwoods,8,0.1,0,0,#,#,"1,614.57","r""Ed.w%Udz",7,2,3,658.407,1
reed,4,9.1,12,35,4.7,8.779,"3,299.00","r""id",3,1,1,623.583,0.96
reeducate,9,#,0,0,#,#,"2,634.88","r%i.""E.dZ@.ket",8,4,3,949.6,0.962
reeducation,11,0.18,0,0,2.04,13.62,"2,857.50","r%i.E.dZ@.k""e.Sn=",9,5,4,952.409,0.88
reedy,5,0.14,3,11,#,#,"2,511.75","r""i4.i",4,2,2,731.045,0.88
reef,4,4,4,22,4.7,9.72,"1,953.00","r""if",3,1,1,585.607,1
reefer,6,0.96,0,5,4.54,13.76,"2,518.40","r""i.f@`",4,2,1,760.696,0.852
reefs,5,0.49,1,6,#,9.72,"1,473.75","r""ifs",4,1,2,627.652,0.958
reek,4,0.9,8,33,3,8.71,"1,825.33","r""ik",3,1,1,607.217,0.958
reeked,6,0.18,2,9,#,8.71,"2,171.80","r""ikt",4,1,2,637.48,1
reeking,7,0.45,3,10,#,8.71,"2,786.00","r""ik.IN",5,2,2,633.704,1
reel,4,3.25,8,33,4.14,9.12,"2,382.00","r""il",3,1,1,603.963,1
reelected,9,0.37,1,0,#,10.61,"2,735.38","r%i.I.l""Ekt.@d",9,4,3,855.577,1
reelection,10,0.61,1,0,2.5,11.25,"2,766.00","r%i.I.l""Ek.Sn=",8,4,3,842.074,0.931
reeled,6,0.06,2,13,3.04,9.12,"3,009.40","r""ild",4,1,2,664.037,0.964
reeling,7,0.98,3,16,#,9.12,"3,451.33","r""il.IN",5,2,2,701.679,1
reels,5,0.73,4,17,#,9.12,"1,890.25","r""ilz",4,1,2,596.214,1
reemerged,9,#,0,0,#,#,"2,541.00","r%i.I.m""3`dZd",7,3,4,745.704,1
reenact,7,0.31,0,0,2.96,13.83,"2,209.67","r%i.In.""akt",7,3,3,772.962,0.963
reentered,9,0.12,0,0,#,9.84,"3,978.75","r%i.""En.4@`d",7,3,3,795.16,1
reestablish,11,0.43,0,0,2.54,10.33,"2,433.10","r%i.I.st""a.blIS",10,4,2,796.893,1
reevaluation,12,0.1,0,0,2.07,12.17,"2,410.27","r%i.I.v%a.lju.""e.Sn=",11,6,5,867.92,0.962
reexamination,13,0.02,0,0,2.5,12.56,"2,732.42","r%i.Ig.z%a.m@n.""e.Sn=",12,6,3,852.464,1
reexamine,9,0.29,0,0,2.91,11,"2,195.63","r%i.Ig.z""a.m@n",9,4,2,785.769,0.963
ref,3,2.53,4,16,3.93,7.5,"2,494.50","r""Ef",3,1,1,614.741,1
reface,6,#,1,0,#,#,"1,702.60","ri""fes",5,2,#,776.217,0.885
refashion,9,#,0,0,2.85,#,"2,045.50","r%i.f""a.Sn=",6,3,2,809.56,0.962
refectories,11,#,0,0,#,#,"2,073.70","rI.f""Ek.t@`.riz",10,4,4,864.786,0.7
refer,5,7.33,1,0,2.41,9.18,"2,930.50","r@.f""3`",4,2,2,618.852,0.964
referee,7,3.59,0,0,4.43,7.61,"2,855.67","r%E.f@`.""i",5,3,3,669.269,0.929
reference,9,8.47,2,2,2.38,8.67,"2,888.75","r""E.f@`.@ns",7,3,3,583.25,1
references,10,4.1,0,0,#,8.67,"3,066.56","r""E.f@`.@ns.@z",9,4,4,638.037,0.964
referendum,10,0.1,0,0,2.97,14.44,"2,536.78","r%E.f@`.r""En.4@m",10,4,3,729.64,0.962
referent,8,0.02,2,2,#,12.64,"3,299.71","r""E.f@`.@nt",7,3,3,748.5,0.818
referential,11,0.06,2,1,1.77,15.24,"3,205.90","r%E.f@`.""En.Sl=",8,4,4,815.577,0.929
referral,8,0.55,0,0,2.43,10.84,"2,639.14","r@.f""3`.@l",6,3,3,674.889,1
referrals,9,0.29,0,0,#,10.84,"2,361.13","r@.f""3`.@lz",7,3,4,678.241,1
referred,8,4.41,1,1,#,9.18,"3,046.71","r@.f""3`d",5,2,3,658.321,1
referring,9,6.73,1,0,#,9.18,"3,248.50","r@.f""3`.IN",6,3,3,702.346,0.963
refers,6,1.94,0,1,#,9.18,"2,638.20","r@.f""3`z",5,2,3,651.522,0.92
refill,6,2.78,0,1,3.4,7.37,"1,767.60","r""i.fIl",5,2,2,727.037,1
refilled,8,0.14,0,1,#,7.37,"2,391.29","r%i.f""Ild",6,2,3,642.32,1
refinance,9,0.02,0,0,2.53,15.95,"2,578.00","r%i.f@.n""ans",8,3,2,674.435,0.852
refine,6,0.43,2,2,2.43,11.84,"2,991.80","rI.f""aIn",5,2,1,611.464,1
refined,7,2.02,2,4,2.04,9.75,"3,240.67","rI.f""aInd",6,2,2,645.429,1
refinement,10,0.53,0,0,2.04,11.11,"2,727.22","rI.f""aIn.m@nt",9,3,2,752.667,0.964
refinements,11,0.18,0,0,#,11.11,"2,555.10","rI.f""aIn.m@nts",10,3,3,827.37,1
refiner,7,0.04,1,1,2.96,13,"3,520.17","rI.f""aIn.@`",6,3,2,689.625,0.923
refinery,8,0.96,0,0,4.59,11.11,"3,107.86","rI.f""aIn.@`.ri",8,4,2,706.231,0.963
refining,8,0.25,1,2,2.3,11.84,"3,573.71","rI.f""aIn.IN",7,3,2,744.214,1
refit,5,0.24,1,1,2.72,12,"1,991.50","r""i.fIt",5,2,2,693,0.963
reflect,7,4.18,1,0,2.81,9.89,"1,886.50","r@.fl""Ekt",7,2,2,613.111,1
reflectance,11,0.04,0,0,#,13.53,"1,970.90","r@.fl""Ekt.@ns",10,3,3,904.04,0.893
reflected,9,1.67,1,0,2.79,9.89,"2,524.88","r@.fl""Ekt.@d",9,3,3,639.778,1
reflecting,10,0.63,0,1,2.36,9.89,"2,990.00","r@.fl""Ekt.IN",9,3,3,650.593,1
reflection,10,5.02,2,0,3.29,5.5,"2,578.89","r@.fl""Ek.Sn=",8,3,3,664.464,1
reflections,11,0.63,0,0,#,5.5,"2,506.60","r@.fl""Ek.Sn=z",9,3,4,620.536,1
reflective,10,0.61,0,2,2.97,11,"2,096.67","r@.fl""Ekt.Iv",9,3,3,694.741,1
reflector,9,0.27,0,1,4.3,8.6,"1,929.88","r@.fl""Ekt.@`",8,3,3,638.929,1
reflectors,10,0.14,0,0,#,8.6,"1,878.67","r@.fl""Ekt.@`z",9,3,4,716.074,1
reflects,8,1.53,0,1,#,9.89,"1,760.71","r@.fl""Ekts",8,2,3,658.074,1
reflex,6,2.27,1,1,3.1,8.17,"1,896.40","r""i.flEks",7,2,2,615.48,1
reflexes,8,2.39,0,0,#,8.17,"2,008.43","r""i.flEks.@z",9,3,3,656.458,0.889
reflexive,9,0.02,0,1,2.14,11.37,"1,550.13","r@.fl""Eks.Iv",9,3,3,698.429,1
reflux,6,0.35,1,1,2.8,15.56,"1,214.00","r""i.flVks",7,2,2,632.036,1
refocusing,10,#,1,1,#,#,"2,318.33","r%i.f""o.k@s.IN",9,4,4,817.917,0.96
refolded,8,0.02,0,0,#,#,"2,041.71","r%i.f""old.@d",8,3,3,674.5,0.963
reforest,8,#,1,1,2.65,#,"2,989.86","r%i.f""O.r@st",8,3,2,862.444,0.964
reforestation,13,#,0,0,3.23,#,"3,239.83","r%i.fO.r@st.""e.Sn=",11,5,3,933.208,0.923
reform,6,3.61,1,0,2,12.74,"1,783.20","r@.f""Orm",6,2,2,628.407,1
reformation,11,0.2,1,0,2.07,12.17,"2,666.80","r%E.f@`m.""e.Sn=",8,4,3,783.52,0.926
reformatory,11,0.35,0,0,3.59,13.07,"1,953.10","r@.f""Orm.@.t%O.ri",11,5,3,792.32,0.926
reformed,8,1.14,1,2,1.86,#,"2,163.14","r@.f""Ormd",7,2,3,635.077,1
reformer,8,0.22,1,2,1.92,14.26,"2,402.71","r@.f""Orm.@`",7,3,3,633.821,1
reformers,9,0.12,0,0,#,14.26,"2,286.00","r@.f""Orm.@`z",8,3,4,668.852,1
reforming,9,0.24,0,0,#,12.74,"2,637.75","r@.f""Orm.IN",8,3,3,688.741,1
reformism,9,#,0,0,1.67,#,"1,696.63","ri""formIz@m",10,4,#,806.28,1
reforms,7,0.31,0,2,#,12.74,"1,518.83","r@.f""Ormz",7,2,3,685.423,1
reformulated,12,#,0,0,#,#,"2,307.91","r%i.f""Or.mj@.l%e4.@d",13,5,4,868.56,0.962
refract,7,0.04,1,2,2.84,12.13,"1,846.67","rI.fr""akt",7,2,2,671.654,0.963
refracted,9,0.1,1,1,2.62,12.13,"2,495.00","rI.fr""akt.@d",9,3,3,706.25,0.923
refraction,10,0.16,1,2,2.86,11.82,"2,552.33","rI.fr""ak.Sn=",8,3,3,719.308,0.963
refractive,10,0.04,0,0,2.19,12.07,"2,070.11","rI.fr""akt.Iv",9,3,3,805.577,0.963
refractory,10,0.06,0,0,2.68,13.75,"1,759.33","rI.fr""akt.@`.ri",10,4,3,736.833,0.923
refrain,7,2.04,0,0,2.61,10.5,"2,715.17","rI.fr""en",6,2,1,647.44,1
refrained,9,0.1,0,0,#,10.5,"2,881.38","rI.fr""end",7,2,2,648.778,1
refresh,7,2.49,0,0,2.63,10.83,"2,615.50","rI.fr""ES",6,2,2,594.857,1
refreshed,9,0.73,1,1,#,10.83,"2,740.88","rI.fr""ESt",7,2,3,647.667,1
refresher,9,0.29,1,1,2.5,9.95,"2,950.50","rI.fr""ES.@`",7,3,3,636.56,0.926
refreshing,10,3.67,0,0,2.41,7.5,"3,065.89","rI.fr""ES.IN",8,3,3,606.393,1
refreshingly,12,0.18,0,0,1.97,#,"2,688.46","rI.fr""ES.IN.li",10,4,4,669,0.96
refreshment,11,1,0,0,3.42,7.24,"2,434.70","rI.fr""ES.m@nt",10,3,3,699.643,1
refreshments,12,1.63,0,0,#,7.24,"2,304.82","rI.fr""ES.m@nts",11,3,4,673.222,0.964
refrigerant,11,0.02,0,0,3.93,13.6,"2,604.30","rI.fr""I.dZ@`.r@nt",11,4,2,839.435,0.852
refrigerate,11,0.2,0,0,3.69,5.72,"2,811.80","rI.fr""I.dZ@`.ret",10,4,2,682.793,1
refrigerated,12,0.41,0,0,#,5.72,"2,963.91","rI.fr""I.dZ@`.r%e4.@d",12,5,3,675.69,1
refrigeration,13,0.33,0,0,3.92,7.39,"2,967.83","rI.fr%I.dZ@`.r""e.Sn=",11,5,3,686.72,0.962
refrigerator,12,8.37,0,0,5,4.11,"2,531.18","rI.fr""I.dZ@`.r%e4.@`",11,5,3,732.63,1
refrigerators,13,0.49,0,0,#,4.11,"2,442.67","rI.fr""I.dZ@`.r%e4.@`z",12,5,4,720.679,1
refuel,6,0.84,0,0,3.53,10.22,"1,507.00","r%i.fj""u@l",7,2,2,743.24,0.962
refueling,9,0.39,0,0,3.67,10.22,"2,637.13","r%i.fj""u@l.IN",9,3,3,678.846,1
refuge,6,2.45,2,0,3.37,11.05,"1,385.20","r""E.fjudZ",6,2,1,652.905,0.875
refugee,7,1.92,0,0,3.97,10.56,"1,299.33","r%E.fjudZ.""i",7,3,2,654.464,1
refugees,8,2.2,0,0,#,10.56,"1,755.00","r%E.fjudZ.""iz",8,3,3,673.808,0.963
refund,6,2.76,0,0,3.38,9.47,"1,803.20","r""i.fVnd",6,2,2,612.143,1
refunded,8,0.22,0,0,#,9.47,"2,300.29","rI.f""Vn4.@d",8,3,3,698.444,1
refunds,7,0.37,0,0,#,9.47,"1,571.83","r""i.fVndz",7,2,3,594.423,1
refurbish,9,0.08,0,0,2.74,12.67,"1,460.50","r%i.f""3`.bIS",7,3,2,672.577,1
refurbished,11,0.16,0,0,#,#,"1,791.80","r%i.f""3`.bISt",8,3,3,812.778,1
refurbishing,12,0.12,0,0,#,12.67,"2,144.00","r%i.f""3`.bIS.IN",9,4,3,855,1
refusal,7,1.29,0,1,2.81,8.37,"1,777.67","r@.fj""uz.l=",7,3,3,696.607,1
refuse,6,20.98,3,1,3.04,9.33,"1,779.40","r@.fj""uz",6,2,2,575.714,0.955
refused,7,12.94,2,2,#,9.33,"2,230.33","r@.fj""uzd",7,2,3,668.926,1
refuses,7,4.82,1,0,#,9.33,"2,231.00","r@.fj""uz.@z",8,3,3,639.4,1
refusing,8,3.27,0,0,2.27,9.33,"2,768.29","r@.fj""uz.IN",8,3,3,645.875,1
refutable,9,#,1,0,1.9,#,"1,727.38","rI.fj""u4.@.bl=",9,4,2,771.92,1
refutation,10,0.02,1,1,2.04,14.29,"2,698.78","r%E.fj@t.""e.Sn=",9,4,2,711.952,0.808
refute,6,0.67,3,1,2.21,14.11,"2,147.00","rI.fj""ut",6,2,1,634.885,1
refuted,7,0.14,2,1,#,14.11,"2,536.67","rI.fj""u4.@d",8,3,2,765.385,0.963
regain,6,2.63,2,2,1.79,10.63,"2,680.80","rI.g""en",5,2,2,690.692,1
regained,8,1.24,2,4,#,10.63,"2,880.57","rI.g""end",6,2,3,685.815,0.964
regaining,9,0.16,2,2,#,10.63,"3,217.00","rI.g""en.IN",7,3,3,723.862,1
regains,7,0.37,2,3,#,10.63,"2,543.33","rI.g""enz",6,2,3,736.5,1
regal,5,1.14,2,3,2.18,9.58,"2,163.50","r""i.gl=",4,2,2,690.654,0.963
regaled,7,0.1,0,1,#,12.57,"2,759.17","rI.g""eld",6,2,3,857.6,0.577
regalia,7,0.12,0,0,3.78,14.08,"2,087.00","rI.g""e.li@",7,3,3,747.737,0.731
regard,6,7.35,2,0,1.79,10.2,"1,836.60","r@.g""Ard",6,2,1,568.111,1
regarded,8,2.04,2,0,#,10.2,"2,324.14","r@.g""Ar4.@d",8,3,2,649.889,1
regarding,9,8.47,2,0,1.77,#,"2,734.25","r@.g""Ar4.IN",8,3,2,652.393,1
regardless,10,5.14,0,0,1.52,#,"2,107.89","r@.g""Ard.l@s",9,3,2,607,1
regards,7,5.06,1,0,2.04,9.568,"1,599.67","r@.g""Ardz",7,2,2,616,1
regatta,7,0.55,0,0,#,13.43,"2,053.33","r@.g""a.4@",6,3,1,779.917,0.857
regattas,8,#,0,0,#,#,"1,967.43","r@.g""a.4@z",7,3,2,883.182,0.815
regency,7,0.61,0,1,2.12,12.445,"1,929.50","r""i.dZ@n.si",7,3,2,721.185,1
regenerate,10,0.41,1,0,2.63,10.44,"3,347.33","rI.dZ""E.n@`.ret",9,4,3,755.074,0.964
regenerates,11,0.08,0,0,#,10.44,"3,461.50","rI.dZ""E.n@`.rets",10,4,4,874.741,1
regenerating,12,0.02,0,0,#,#,"3,756.55","rI.dZ""E.n@`.r%e4.IN",11,5,4,804.769,1
regeneration,12,0.67,1,1,2.92,11.68,"3,420.18","rI.dZ%E.n@`.r""e.Sn=",10,5,4,772.269,1
regent,6,1.67,4,3,#,15.952,"2,604.20","r""i.dZ@nt",6,2,2,761.762,0.84
regents,7,0.25,0,0,#,#,"2,337.83","r""i.dZ@nts",7,2,3,773.833,0.857
reggae,6,0.96,0,0,3.41,11.56,"1,177.80","r""E.ge",4,2,1,758.24,0.962
regicide,8,#,0,0,#,#,"1,754.14","r""E.dZI.s%aId",7,3,2,914.75,0.667
regime,6,2.31,0,0,2.86,13,"1,636.20","r@.Z""im",5,2,1,726.81,0.875
regimen,7,0.78,1,0,2.74,10.84,"1,999.50","r""E.dZ@.m@n",7,3,1,705.318,0.846
regiment,8,4.84,0,0,4,12.26,"2,145.00","r""E.dZ@.m@nt",8,3,1,678.296,0.964
regimentation,13,0.1,0,0,1.88,12.94,"2,747.00","r%E.dZ@.mEnt.""e.Sn=",11,5,2,957,0.875
regimented,10,0.08,0,1,2.19,13.37,"2,655.00","r""E.dZ@.m%En4.@d",10,4,2,862.125,0.96
regiments,9,0.33,0,0,#,12.26,"2,002.63","r""E.dZ@.m@nts",9,3,2,707.333,1
regiment's,10,#,0,0,#,#,"1,794.11","r""E.dZ@.m@nts",9,3,2,732.857,1
regimes,7,0.27,1,0,#,13,"2,111.67","r@.Z""imz",6,2,2,731.227,0.815
Regina,6,1.57,1,0,#,#,"2,775.20","rI.dZ""aI.n@",6,3,1,788.423,0.963
Reginald,8,#,0,0,#,#,"2,467.00","r""E.dZI.nl=d",7,3,1,840.583,1
region,6,5.02,1,1,3.19,9.14,"2,533.60","r""i.dZ@n",5,2,1,671.833,0.96
regional,8,3.12,0,3,2.76,10.95,"2,451.29","r""i.dZ@n.l=",6,3,2,621.96,1
regionalism,11,0.02,0,0,2.05,13.45,"2,319.20","r""i.dZ@n.l=.%I.zm=",9,5,3,780.708,0.889
regionally,10,0.02,0,1,2.1,#,"2,257.78","r""i.dZ@n.l=.i",7,4,3,760.48,0.962
regions,7,1.47,1,3,#,9.14,"2,420.67","r""i.dZ@nz",6,2,2,649.391,0.92
region's,8,#,0,3,#,#,"1,982.29","r""i.dZ@nz",6,2,2,637.6,1
register,8,11,0,0,3.87,8.63,"3,205.00","r""E.dZI.st@`",7,3,1,570.308,0.963
registered,10,10.14,0,1,2.66,8.63,"3,495.78","r""E.dZI.st@`d",8,3,2,620.345,1
registering,11,0.94,0,0,#,8.63,"3,612.30","r""E.dZI.st@`.IN",9,4,2,711.214,1
registers,9,0.71,0,1,#,8.63,"2,988.00","r""E.dZI.st@`z",8,3,2,584.32,1
registrant,10,#,0,0,2.96,#,"2,575.22","r""E.dZI.str@nt",10,3,2,856.722,0.75
registrants,11,0.02,0,0,#,#,"2,418.30","r""E.dZI.str@nts",11,3,3,954.1,0.8
registrant's,12,#,0,0,#,#,"2,209.91","r""E.dZI.str@nts",11,3,3,881.429,0.778
registrar,9,0.53,0,0,3.64,15.06,"2,455.13","r""E.dZI.str%Ar",9,3,2,703.542,0.857
registration,12,6.53,0,0,3.68,10.62,"2,977.09","r%E.dZI.str""e.Sn=",10,4,2,663.077,0.963
registrations,13,0.25,0,0,#,10.62,"2,883.67","r%E.dZI.str""e.Sn=z",11,4,3,770.111,1
registries,10,0.02,0,0,#,13,"2,464.67","r""E.dZI.striz",9,3,3,773.423,0.963
registry,8,1.27,0,0,3.5,13,"2,028.57","r""E.dZI.stri",8,3,2,721.792,0.96
regress,7,0.29,3,2,2.17,13.22,"2,721.00","rI.gr""Es",6,2,2,676.259,1
regression,10,0.65,1,1,1.92,13.95,"2,793.11","rI.gr""E.Sn=",7,3,3,686.462,1
regret,6,27.14,0,0,1.8,9.61,"2,324.00","r@.gr""Et",6,2,1,657.385,1
regretfully,11,0.43,0,0,1.7,#,"1,629.70","r@.gr""Et.fl=.i",9,4,3,629.185,0.964
regrets,7,5.9,1,0,#,9.61,"2,104.33","r@.gr""Ets",7,2,2,610.679,1
regrettable,11,0.92,1,0,1.82,10.37,"1,977.10","r@.gr""E4.@.bl=",9,4,2,735.852,1
regrettably,11,0.65,1,0,1.89,#,"1,789.90","r@.gr""E4.@.bli",10,4,3,748.792,0.96
regretted,9,1.39,0,0,#,9.61,"2,646.50","r@.gr""E4.@d",8,3,2,638.704,1
reground,8,#,0,0,#,#,"1,880.00","r%i.gr""aUnd",7,2,2,714.96,0.893
regroup,7,1.41,0,0,2.41,9.63,"1,657.83","r%i.gr""up",6,2,2,653.769,1
regrouped,9,0.12,0,0,#,9.63,"2,011.88","r%i.gr""upt",7,2,3,719.115,1
regrouping,10,0.27,0,0,#,9.63,"2,398.00","r%i.gr""up.IN",8,3,3,716.833,1
regular,7,33.86,0,0,2.4,8.56,"1,895.33","r""E.gj@.l@`",7,3,2,563.929,1
regularity,10,0.31,0,0,1.96,11.56,"1,902.78","r%E.gj@.l""ar.@.4i",11,5,3,660.846,0.963
regularize,10,0.02,0,0,#,11.94,"1,705.11","r""E.gj@.l@`.aIz",9,4,3,712.682,0.786
regularly,9,3.37,0,0,1.8,8.384,"1,649.88","r""E.gj@.l@`.li",9,4,3,613.714,0.966
regulars,8,1.2,0,0,#,8.56,"1,834.43","r""E.gj@.l@`z",8,3,3,580.607,1
regulate,8,0.76,0,0,2.03,11.78,"2,426.14","r""E.gj@.let",8,3,2,653.815,1
regulated,9,0.35,0,0,2.11,11.78,"2,683.50","r""E.gj@.l%e4.@d",10,4,3,648.679,1
regulating,10,0.18,0,1,#,11.78,"3,131.00","r""E.gj@.l%e4.IN",10,4,3,653,0.963
regulation,10,2.47,0,0,2,11.06,"2,719.89","r%E.gj@.l""e.Sn=",9,4,3,729.88,0.962
regulations,11,6.37,0,0,#,11.06,"2,633.50","r%E.gj@.l""e.Sn=z",10,4,4,659.75,1
regulative,10,#,0,1,1.93,#,"2,237.67","r""E.gj@.l%e4.Iv",10,4,3,832.217,0.92
regulator,9,0.8,0,0,3.43,12.38,"2,088.50","r""E.gj@.l%e4.@`",9,4,3,636.12,0.962
regulatory,10,0.27,0,0,1.97,12.05,"1,926.89","r""E.gj@.l@t.%O.ri",11,5,3,723.417,0.889
regurgitate,11,0.24,0,0,3.52,10.79,"2,022.10","rI.g""3`.dZI.tet",9,4,1,888.652,0.92
regurgitation,13,0.08,0,0,3.4,10.3,"2,309.75","rI.g%3`.dZI.t""e.Sn=",10,5,2,979.826,0.885
rehabilitate,12,0.41,0,0,1.76,12.89,"2,204.73","r%i.h@.b""I.l@.tet",11,5,2,758.423,1
rehabilitating,14,0.06,0,0,#,12.89,"2,726.77","r%i.h@.b""I.l@.t%e4.IN",13,6,3,768.962,0.963
rehabilitation,14,1.61,0,0,1.81,13.53,"2,442.15","r%i.h@.b%I.l@.t""e.Sn=",12,6,3,792.483,1
rehabilitations,15,#,0,0,#,#,"2,400.29","r%ih@b%Il@t""eS@nz",14,6,#,766.346,0.963
rehash,6,0.41,0,0,2.17,12.24,"1,713.40","r""i.haS",5,2,2,630.852,0.964
rehear,6,#,0,0,#,#,"2,240.80","r%i.h""Ir",5,2,2,791.737,0.731
rehearing,9,#,0,0,2.39,#,"3,111.50","r%i.h""Ir.IN",7,3,3,835.435,0.821
rehearsal,9,12.45,0,2,3.2,7.79,"2,059.13","rI.h""3`s.l=",6,3,2,626.964,1
rehearsals,10,2.78,0,0,#,7.79,"1,876.44","rI.h""3`s.l=z",7,3,3,631.889,1
rehearse,8,4.51,0,1,3.32,8.72,"2,100.57","rI.h""3`s",5,2,1,676.385,1
rehearsed,9,1.33,0,2,#,8.72,"2,398.63","rI.h""3`st",6,2,2,635.926,1
rehearsing,10,3.55,0,1,#,8.72,"2,798.33","rI.h""3`s.IN",7,3,2,634.923,0.963
rehouse,7,#,0,0,#,#,"1,840.50","r%i.h""aUz",5,2,2,755.636,0.88
Reich,5,2.53,2,30,#,#,"2,165.25","r""aIk",3,1,1,722.733,0.577
reify,5,#,1,1,#,#,"1,367.25","r""i@.faI",5,2,1,949.1,0.5
reign,5,3.12,1,40,2.37,9.42,"1,478.50","r""en",3,1,1,667.923,1
reigned,7,0.31,2,18,#,9.42,"2,112.33","r""end",4,1,2,797.917,0.923
reigning,8,0.76,1,14,2.12,10.67,"2,606.57","r""en.IN",5,2,2,856.227,0.88
reigns,6,0.43,0,20,#,9.42,"1,554.00","r""enz",4,1,2,680.44,0.926
Reilly,6,#,1,4,#,#,"1,889.00","r""aI.li",4,2,1,830.143,0.84
reimburse,9,0.61,0,0,2.63,12.67,"1,442.50","r%i.Im.b""3`s",7,3,3,780.667,1
reimburseable,13,#,0,0,#,#,"1,579.75","r%i.Im.b""3`s.%e.bl=",10,5,4,843.81,0.75
reimbursed,10,0.16,1,0,#,12.67,"1,780.56","r%i.Im.b""3`st",8,3,4,794.88,0.962
reimbursement,13,0.14,0,0,2.85,11.8,"1,760.50","r%i.Im.b""3`s.m@nt",11,4,4,757,1
reimbursements,14,0.04,0,0,#,11.8,"1,702.46","r%i.Im.b""3`s.m@nts",12,4,5,754.643,1
reimburses,10,0.04,1,0,#,12.67,"1,781.00","r%i.Im.b""3`s.@z",9,4,4,775.308,0.963
rein,4,0.76,3,40,#,9.61,"3,915.67","r""en",3,1,1,609.423,0.963
reincarnate,11,0.27,0,0,2.03,12.37,"2,838.90","r%i.In.k""Ar.n@t",10,4,4,928.667,0.889
reincarnated,12,0.73,0,0,#,12.37,"2,988.55","r%i.In.k""Ar.ne4.@d",12,5,5,746.652,0.885
reincarnation,13,1.29,0,0,1.63,11.06,"2,990.42","r%i.In.kAr.n""e.Sn=",11,5,5,848.48,0.962
reindeer,8,3.37,0,0,4.7,3.58,"3,306.00","r""en.d%Ir",6,2,2,726.125,0.96
reined,6,0.04,3,18,#,#,"3,701.40","r""end",4,1,2,758.32,0.926
reinforce,9,0.94,0,0,2.32,10.2,"2,186.38","r%i.In.f""Ors",8,3,3,690.071,1
reinforced,10,1.12,1,0,#,10.2,"2,441.78","r%i.In.f""Orst",9,3,4,655.517,1
reinforcement,13,0.86,0,0,2.86,10.35,"2,256.42","r%i.In.f""Ors.m@nt",12,4,4,721.321,1
reinforcements,14,3.16,0,0,#,10.35,"2,160.23","r%i.In.f""Ors.m@nts",13,4,5,683.607,1
reinforces,10,0.27,1,0,#,10.2,"2,442.22","r%i.In.f""Ors.@z",10,4,4,765.875,0.923
reinforcing,11,0.27,0,0,#,10.2,"2,765.90","r%i.In.f""Ors.IN",10,4,4,635.815,1
reins,5,1.45,3,20,4.56,8.59,"3,400.75","r""enz",4,1,2,604.087,0.958
